INTI_Big Ticket;BIG Ticket para probar descargas;s;s
0A01|0180
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0000|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|abcdefghhjiadsfkmñwsermjsdfaseresfgas 3|abcdefghhjiadsfkmñwsermjsdfaseresfgas 2|abcdefghhjiadsfkmñwsermjsdfaseresfgas 1|Item completo|10000|500000|1050|||||1234|1|7
0A02|0004|||||Oferta sobre un item|10000|100000|2100|||||1234|1|7
0A02|0006|||||Descuento en $ sobre un item|10000|100000|2100|||||1234|1|7
0A02|0008|||||Recargo en $ sobre un item|10000|100000|2100|||||1234|1|7
0A04|0000|Oferta del dia|10000||101||Linea 2 de la oferta|Linea 3 de la oferta
0A04|0001|Recargo Tarjeta de Credito|5000||101||Linea 2 del recargo|Linea 3 del recargo
0A06|0107|3|Linea reemplazada 0123456789 0123456789 01234567|||||2
